Orchestration architecture,Orchestration algorithm,Edge devices count,Total tasks execution delay (s),Average execution delay (s),Total tasks waiting time (s),Average waiting time (s),Number of generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average CPU usage (%),Average CPU usage (Cloud) (%),Average CPU usage (Edge) (%),Average CPU usage (Mist) (%),Energy consumption of computing nodes (Wh),Average energy consumption (Wh/Computing node),Cloud energy consumption (Wh),Average Cloud energy consumption (Wh/Data center),Edge energy consumption (Wh),Average Edge energy consumption (Wh/Data center),Mist energy consumption (Wh),Average Mist energy consumption (Wh/Device),WAN energy consumption (Wh), MAN energy consumption (Wh), LAN energy consumption (Wh),WiFi energy consumption (Wh), LTE energy consumption (Wh), Ethernet energy consumption (Wh),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
EDGE_AND_CLOUD,TRADE_OFF,100,6637.5,0.0941,1.925,0,70500,70500,0,0,0,0,0,39600,39600,30900,30900,0,0,176.3261538461624,237.69599999989967,176.3261538461624,58364.99999994225,0.0,0.0,1131.4893617021276,0.1557,1.0673,5.0412,0,303538.6997,2918.6413,31.1663,31.1663,155.4896,51.8299,303352.0438,3033.5204,22.8138,0,19.1434,41.9572,0,0,0,0,0,-1.0,[],[]
EDGE_AND_CLOUD,TRADE_OFF,200,13275,0.0941,65.1625,0.0005,141000,140838,0,162,0,0,0,88200,88200,52800,52638,0,0,226.44923076925681,639.4560000004626,226.44923076925681,116730.0000002551,0.0,0.0,1112.340425531915,0.1257,2.489,7.7198,0,606934.2898,2975.1681,72.6813,72.6813,157.5208,52.5069,606704.0877,3033.5204,61.5818,0,24.4608,86.0426,0,0,0,0,0,-1.0,[],[]
EDGE_AND_CLOUD,TRADE_OFF,300,19912.5,0.0941,220.875,0.001,211500,210954,0,546,0,0,0,142152,142152,69348,68802,0,0,360.34412307744583,932.3126400021707,360.34412307744583,175094.9999995272,0.0,0.0,1098.3659574468086,0.1376,3.5572,12.7552,0,910321.3438,2994.4781,103.8729,103.8729,161.3394,53.7798,910056.1315,3033.5204,89.7302,0,38.9851,128.7153,0,0,0,0,0,-1.0,[],[]
